title,section_id,section_title,clean_content
Suporte - Hubla,3939,☁️ Introdução | Entendendo seus ganhos,"Acompanhando seus ganhosPor enquanto a consulta aos resultados, performance e previsão de ganhos ainda não foram implementadas no portal do PRO.Portanto, confira aquios seus resultados de um dia são sempre atualizados no início do dia seguinte. Os resultados de um dia são sempre atualizados no início do dia seguinte."
Suporte - Hubla,4181,☁️ Introdução | Treinamento obrigatório,"Neste treinamento vamos mostrar etapa por etapa como será seu dia a dia e vamos falar sobre os principais pontos que vocês precisam saber antes de começar a atuar.Vamos começar com o principal ponto, o que é o mínimo esperado que eu saiba antes que eu comece a atuar em um projeto?A resposta é simples, o que você precisa saber:Você passará por um período de teste chamado de Early education. É um período onde vamos responder tickets reais aplicando todo o conhecimento deste treinamento e do conteúdo do portal. Serão três blocos de 3 atendimentos cada, onde os primeiros 3 tickets não tem mínimo de acerto de Problem Solved, o segundo bloco de 3 tickets precisamos acertar pelo menos 2 tickets e o terceiro bloco de 3 tickets precisamos acertar todos os tickets respondidos.&nbsp;É necessário responder pelo menos 3 tickets nos dois primeiros dias em que é convocado e&nbsp;liberado o Cloudchat. Se não responder neste período, você será bloqueado por inatividade e dará o lugar a outra pessoa interessada. Caso ocorra algum problema, entre em contato através dos nossos canais de comunicação e informe sua situação.Atenção! Erros graves nos atendimentos poderão te tirar do período de teste em qualquer etapa (Exemplos: ofensas ao cliente, resolver em n1 o que deveria ter sido escalado, envio de macros aleatórias...)Este período de early education é destinado a prática do conteúdo e todos os tickets passarão por uma análise do nosso time que fará uma devolutiva através do Portal do Pro apontando pontos de melhora ou erros cometidos, sempre voltados à melhora de nossa aprendizagem.Após este período você estará apto a responder os tickets de forma normal e será avaliado através de notas de Problem Solved e Pro Love.&nbsp;Para começar a sua atuação na plataforma desde já, você passará por estes passos:&nbsp;Onde estão os links que vou precisar acessar no dia a dia?Discord: será enviado por e-mailCloud Chat: pode acessar através do Portal do ProBack Office (somente para os projetos que possuem este recurso): pode acessar através do Portal do ProPortal do ProDashboard para acompanhar ganhos: está localizado na sessão de ganhos, no Portal do Pro&nbsp;&nbsp;Por onde eu começo?&nbsp;Deixe aberto todas os links que irá utilizarClique no canto superior esquerdo no portal do Pro, o botão que está escrito em verde água ‘’Alterar’’ e selecione o projeto que irá atuarSelecione o campo Meu Projeto para abrir o conteúdo do Projeto que irá atuar e estude a sessão de Apresentação da empresa e Conteúdos. É interessante que se familiarize com a seção de Conteúdo N1 e N2 para entender a distribuição dos conteúdos, como procurar pelo assunto do problema do cliente e como achar a resposta neste espaço.Após&nbsp;concluir o estudo sobre a empresa, quem são os clientes e a linguagem que é utilizada para se comunicar com eles, abra o Cloud chat para ter o contato inicial com a ferramenta.&nbsp;&nbsp;O próximo passo é ir na seção de conversas não atribuídas, selecionar a conversa com mais tempo de espera (Tem escrito: Há x minutos), clicar em atribuir e mandar uma macro de saudação, desculpe pela demora ou a mais adequada para a situaçãoPara ver as macros, podemos clicar na ‘Base de conhecimento’, o botão azul localizado no inferior na tela, ou digitar ‘/’ + conteúdo que deseja procurar. Não esqueça que macros que tiverem mais de 4 linhas devemos dividir e mandar individualmenteEntender o problema do cliente e se for necessário, consultar o back office para buscar informações ou realizar o que se solicitaQuando o problema for resolvido (tiver tag de N1) ou&nbsp;quando não conseguirmos resolver e tivemos que escalar para empresa cliente resolver (tiver tag N2), vamos atribuir a Tag que corresponde ao problema no campo ‘Marcador da conversa’&nbsp;&nbsp;Importante: Sempre devemos perguntar se podemos ajudar em algo mais antes de fechar os ticketsApós, enviar macro de encerramento adequado ou macros que conduzem ao processo de escalar para N2. O botão de ‘Enviar para N2’ só irá aparecer após colocar a tag no campo ‘Marcador da conversa’Se escalar para N2, precisamos resumir com nossas palavras a conversa para que a próxima pessoa que continuar o atendimento tenha contexto da situação e saiba dar continuidade do atendimento de forma rápida&nbsp;&nbsp;Após preencher todos os campos necessários para encaminhamento, usar o macro adequado e incluir a tag correta, podemos encerrar o atendimento e ir para o próximo atendimento.&nbsp;&nbsp;Relembrando de Métricas importantes:&nbsp;Pro LoveEnviou a macro de saudação adequada?Enviou a macro pedindo desculpas pelo atraso (quando necessário)?Adaptou o atendimento ao humor do cliente?Utilizou ganchos (quando possível)?Adaptou as macros enxugando conteúdo desnecessário?Quebrou macros com mais de 4 linhas (exceto e-mail) em mensagens menores?Utilizou o tom de voz adequado da empresa do seu projeto?Resolveu o problema do cliente?Enviou a macro de encerramento adequada?Fez bom uso de gramática, coesão e coerência?Problem SolvedO problema foi endereçado corretamente?O problema foi resolvido?O PRO leu todo o histórico e compreendeu o problema do cliente?O PRO colocou a tag de acordo com o processo sugerido?Selecionou a macro correta sempre nas oportunidades que teve?Fez mudança para abordagem humanizada quando macros não funcionavam?Deu informações corretas?SLA do PRO&nbsp;Tempo de primeira resposta em menos de 5 minÉ a diferença de tempo da atribuição do ticket até a primeira mensagem enviada. Independentemente do tempo que o ticket está no backlog, este tempo não conta para o SLA do Pro, somente após atribuição.&nbsp;&nbsp;O que é um ticket bem atendido?&nbsp;Vamos trazer alguns exemplos do que seria um atendimento UAU, e como foi aplicado na prática nossas métricas de Pro Love e Pro Score para CHAT:&nbsp;Exemplo de caso N1 :&nbsp;&nbsp;Exemplo de caso N1 sem resposta:&nbsp;&nbsp;Exemplo de caso N2 :&nbsp;&nbsp;Exemplo de caso N2 :&nbsp;Exemplo de e-mail :&nbsp;"
Suporte - Hubla,1469,🎥 Apresentação 1 | O que é a empresa Hubla e quem são os clientes que vamos atender,"O que é a empresa HublaA Hubla é uma solução para que criadores de conteúdo possam criar suas comunidades digitais. Através da plataforma é possível criar grupo pago no WhatsApp e Telegram.Os bots integram o sistema financeiro com os grupos, então assim que um membro assina o grupo, automaticamente o acesso dele ao grupo é liberado. Quando o pagamento falha ou a assinatura expira, ele é removido automaticamente também.Na Hubla também é possível ter acesso à um feed exclusivo para membros, onde é possível postar todo tipo de material de apoio.Aprenda mais em:https://hub.la/Clientes da HublaÉ sempre muito importante na hora de fazer um atendimento de qualidade e endereçar corretamente a dúvida do cliente entender com quem estamos falando. Aqui na Hubla, precisamos entender se falamos com um Membro, Afiliado ou Criador a cada ticket atendido. Vamos fazer essa verificação através das dúvidas que o cliente nos trás e de algumas características disponíveis no Backoffice:MembroTambém chamado de assinante de um grupo, é o usuário que compra um grupo pela Hubla. Um membro com grupo comprado também pode ser criador de um grupo e vendê-lo pela Hubla, entretanto vamos identifica-lo de acordo com as suas demandas e verificando o seu contato no backoffice.Dúvidas frequentes de um membro ou de alguém que queira se tornar membro:Gostaria de comprar um grupo, mas tenho dúvidas sobre o pagamento.Gostaria de comprar um grupo, mas não encontrei o link, pode me ajudar?Gostaria de cancelar a minha assinatura.Quero pedir reembolso do grupo que eu comprei.Não consigo entrar no grupo, preciso de ajuda!🎥 Como identificar um membro através do Backoffice: Link do vídeo.https://www.loom.com/share/fed77db6dcd5443aa1b6425d260ca219CriadorTambém chamado de produtor de conteúdo, é o dono de um grupo vendido na Hubla. Um criador também pode ser membro, se tiver um grupo comprado (além de um grupo criado).Dúvidas frequentes de um criador ou de alguém que queira se tornar criador:Estou tentando fazer um saque das minhas vendas, mas não consigo. Pode me ajudar?Como fazer para ser criador da Hubla?Gostaria de ajudar um membro do meu grupo que está sem acesso, você pode nos ajudar?🎥 Como identificar um criador através do Backoffice: Link do vídeo:https://www.loom.com/share/5a0576c1f98548619e4361666a0380c0AfiliadoUsuário que se afilia a um grupo de um criador e recebe uma comissão pelas vendas. O programa de Afiliados da Hubla permite uma pessoa a se cadastrar como afiliado em um grupo ao criar um link exclusivo. E em seguida, vender o conteúdo de um produtor através desse link. Com essa venda, o indivíduo que vendeu o grupo ganha uma comissão previamente definida e o administrador ganha uma venda.Dúvidas frequentes de um afiliadoou de alguém que queira se tornar afiliado:🎥 Como identificar um afiliado através do Backoffice: Link do vídeo:https://www.loom.com/share/d327a4c66b2247a9820eabf08c57a671ObservaçõesAtravés da Hubla um criador por vender um grupo pago. Esse grupo inclui uma página na Hubla onde podem ser postados conteúdos e um grupo no WhatsApp ou Telegram. O grupo possui um ""robô"" da Hubla (número que é inserido como admin do grupo), que faz toda a gestão dos pagamentos, removendo os inadimplentes automaticamente.Muitas vezes um produtor pode entrar em contato buscando ajuda para um de seus membros. Se o motivo do contato for de N1, o atendimento pode ser realizado, orientando o produtor a repassar as informações para o membro.Aprenda mais em: https://help.hub.la/"
Suporte - Hubla,1470,🎥 Apresentação 2 | Como comunicar com os clientes,"Como se comunicarPersonaA Hubla é uma empresa jovem, com forte senso de comunidade.A Hubla usa a primeira pessoal do plural e se expressa como uma equipe. Ex.: Nós, a gente, estamos, amamos.Não escrevem errado e nem super formal.A Hubla fala de igual pra igual, deixa as informações claras.Rápida.Direta ao ponto.Descontraída. Brinca com as palavras e com as situações.Entusiasmada, dedicada, curiosa e corajosa.A Hubla cria e constrói junto com os detalhes que só quem tá no grupo sabe.A Hubla sempre se coloca no lugar do cliente, seja ele qual for, com muita empatia e respeitando os limites estipulados pelo cliente.Tom de VozA Hubla é bem humorada, livre e ágil. Fala a língua do povo, simples e descomplicada. Não deixa nenhuma informação de fora. É compreensiva e entusiasmada. Sempre disposta a entender e resolver problemas.A Hubla é empática, leve, informal mas sem perder o profissionalismo e assertivo na mensagem. IMPORTANTE: Não seja: rude, agressivo, excessivamente direto ou defensivo.A melhor forma de demonstrar empatia com o cliente é ouvir o que ele tem a dizer e tentar ajudá-lo da melhor forma possível:Leia tudo que o cliente já disse antes de iniciar o atendimentoFaça perguntas antecipando as possíveis respostas do cliente (mas sem presumir que já entendeu o problema)Faça uma investigação minuciosaApresente soluções que façam sentido para o cliente e para a HublaNós somos a Hubla! quando um cliente entra em contato com nosso suporte, ele está falando com a Hubla. Nunca se refira a Hubla na terceira pessoa, pois isso cria um distanciamento da nossa marca.&nbsp;Revisando algumas regrasCaso o cliente não entenda algo, repita o que foi dito utilizando outras palavras, tentando ser o mais didático possível.&nbsp;Use um tom de voz adequado caso precise perguntar mais de uma vez. Exemplo: Desculpe, não entendi muito bem. Poderia me passar mais alguns detalhes para eu ter certeza que entendi a sua questão?Ouça tudo que o cliente tem a dizer, não interrompa sua linha de raciocínio. Somente após ele dizer tudo você deve tomar as ações necessárias.&nbsp;Tente falar a língua do cliente. Aplique uma comunicação que seja assertiva para aquele usuário.&nbsp;Por exemplo: não use termos mais rebuscados para um cliente que você sabe que não vai compreender. Personalize e humanize seu atendimento.Não seja íntimo demais, não use palavras como, querido, meu amor, meu bem. Mantenha o profissionalismo.Sem gerundismo (""Vou estar te ajudando"")No WhatsApp, quebrar as mensagens em textos menores, para melhor compreensão.Faça uso da linguagem positiva, transfira o foco do atendimento enfatizando o lado positivo das situações tratadas.Não use abreviações como tbm, vc.&nbsp;Usamos abreviação?Não, apenas se forem siglas.Usamos emojis?Sim.Gírias e emojis que usamos🎉🥳 - Demonstrar felicidade.😍 - Demonstrar amor/carinho😄 - Reforçar positividade.😉 - Reforçar algo que está sendo dito.📣 - Comunicados👍🏾 - Confirmar ou impulsionar interação com os usuário.Obs:Atenção! Os emojis devem ser usados de forma moderada e sutil e que façam sentido com o contexto da conversa.Gírias e emojis que NÃO usamos🍑🍆🍼🤏🏻 - Conotação sexual👌🏻🤌🏻- Geralmente seria usado para expressar OK, porém podem ser confundidos com gesto obsceno.🖕🏻🤮 - RudePalavras e Termos que UsamosNome da pessoa que estamos atendendohahahaIniciar frase sempre com letra maiúsculaOkBelezaShowMaravilhaNome de parceiros com grafia correta: WhatsApp / TelegramPalavras e Termos que Não UsamosDaoraManoCaraOxente / ÉguaTremExpressões regionais como um todo.Vc, tbm, qndo (e abreviações do tipo)Iniciar frases com letra minúsculaEnviar as mensagens antes de checar se há erros de gramática ou concordância (palavras repetidas várias vezes na mesma frase ou que não fazem sentido no contexto da conversa)Afirmar e/ou inventar informações sobre o produto sem ter certeza desteIgnorar perguntas diretas do cliente, ainda o deixando com dúvidasEvitar falas no gerúndio, como: ""estamos verificando"", ""estarei dando uma olhada""… Ao invés disso, use: ""Vou verificar e já retorno!"", ""Vou dar uma olhada e já te retorno""ImportanteNas saudações, se apresentar -SEMPRESE o cliente for uma empresa, pergunte o nome da pessoa com quem você está falando.&nbsp;Nas interações com a pessoa solicitante, chamarSEMPREpelo nome da pessoa. Nos casos onde a pessoa não se identifique ou não seja possível de ter a informação no cloud-chat, pergunte ao cliente como ele se chama.Caso já tenha explicado a pessoa solicitante sobre a dúvida/solicitação, mas ainda assim a pessoa solicitante não ficou satisfeita ou continua com dúvidas, tente explicar de outra forma,SEMPREse atentando ao tom de voz e empatia, prestando atendimento cordial e atencioso.NUNCAutilize expressões como ""Te expliquei acima"" ou ""Veja a mensagem que te mandei anteriormente"" ou ""basta ver o que te mandei"", pois é um tom de voz grosseiro e inadequado.Comece frases do atendimentoSEMPREcom letra maiúscula eNUNCAmantenha letras maiúscula ou caixa alta em todas as palavras de um atendimento."
Suporte - Hubla,1471,🎥 Apresentação 3 | Aprendendo a utilizar a ferramenta de BackOffice da Hubla,"Exemplos de situações que podemos responder:Quando enviamos uma mensagem ao solicitante requisitando alguma informação ou comprovação adicional e o solicitante não responde ou demora a responderQuando enviamos ao solicitante uma macro anterior onde constava uma pergunta no sentido de ""ajudar em algo a mais"" e o solicitante não nos retornaQuando queremos dar uma dupla-confirmação se todas as dúvidas que ele tinha foram sanadas ou se ainda tem alguma outra dúvida e solicitaçãoObservações:Essa é uma MACRO de ""triagem"" de meio de conversa, mais focada em direcionar ao fim da tratativa do ticket - não deve ser usada como abertura, ou fechamento de ticket, ou ainda, usada para responder uma dúvida ou solicitação do lead diretamente.Aplicável somente em tickets de chat, portanto não são necessárias em caso de e-mail.Macros ativas📄Nome da Macro:resposta-pendente_sem-retorno-do-solicitante🛎️ Quando usar: Oi, você está ai? Ajudo você em algo mais? Te aguardo! 😊Importante: A macro de resposta pendente só pode ser enviada após 30 minutos de inatividade do cliente! Onde encontrar o ID do grupo?"
Suporte - Hubla,3956,🎥 Apresentação 4 | Contato dos criadores de Hubla,"Quando algum cliente entrar em contato querendo informações sobre os grupos, detalhes, dinâmica, conteúdos, promoções, apostas... Nós respondemos geralmente assim:""A Hubla é apenas um meio de conectar o administrador de um grupo ao participante. Nós não possuímos detalhes do funcionamento, da dinâmica, conteúdos, aposta e promoções dos grupos. Caso tenha alguma dúvida em relação a isso, é preciso entrar em contato com o dono do grupo ou canal.""Ao final, é só colocar o contato do grupo. Obs: Alguns contatos serão pelo Instagram, outros serão por telefones (whatsapp/telegram) e outros por plataformas.Lista completa para consulta no link:https://docs.google.com/spreadsheets/d/1r8U20VFofstSXsotj8k0ag0qpLykG8JUJsN9YXeOpjU/edit#gid=0BLAZE PRO &gt; @suporteblazepro @suporteblazepro1 Ambos no telegramCARDÁPIO SEMANAL/ CAPUTO &gt; +55 31 9645-7394 ou +55 19 99266-8060CARTOLA CORNER - https://www.instagram.com/cartolacornerr/?hl=enCOPYTRADE LUCRATIVO &gt; https://www.instagram.com/thcode.asm/CRASH PRIME &gt; https://www.instagram.com/sinaiscrashprime/DESAFIO AGORA VAI &gt; https://www.instagram.com/agoravaicomcarolerodaika/EMPREDOC &gt; https://www.instagram.com/empredoc/FILÉ E SEUS ROBÔS (RODRIGO FILÉ) &gt; https://www.instagram.com/rodrigofileh/FORNECEDORES+GRUPO VIP &gt; https://www.instagram.com/revendaroupasfemininas/FOX SINAIS SEM GALE &gt; https://www.instagram.com/fox_sem_gale/FREEBETEI &gt; https://www.instagram.com/freebetei/FUTKING &gt; https://www.instagram.com/futebolkingoficial/JOTA INVESTIMENTOS &gt; https://www.instagram.com/jota.investimentos/LA CASA DA MOEDA &gt; https://suporte.lacasadamoeda.com/hc/pt-brLUCRATIVO COM PITACO &gt; https://www.instagram.com/eduardoocruz/ORTEGA TIPS &gt; https://bit.ly/3bJHgA9PEDRO FEITOSA (TUDO RELACIONADO A ELE) &gt; +55 62 9337-4131PR TIPS &gt; https://wa.me/558597930881PROFESSOR NASCIMENTO (ESCANTEIOVER) &gt; instagram.com/escanteiover/REI DOS CANTOS &gt; https://instagram.com/rei_doscanto?utm_medium=copy_linkTÁBATA CHANG &gt; https://www.instagram.com/tabatachang/TRADING ESPORTIVO BÁSICO &gt; https://www.instagram.com/salut.sa/TRADING LIKE A PRO STORE &gt; https://www.instagram.com/trading.like.pro/VEM VERÃO &gt; https://www.instagram.com/Kettysato/VIP FUT EMBAIXADOR &gt; https://www.instagram.com/g10vanisouza_embaixador/"
Suporte - Hubla,3957,🎥 Apresentação 5 | Link criadores/grupos de Hubla,Link criadores/grupos de Hubla para enviar ao cliente:ALVES TIPS &gt;https://hub.la/g/XRN2bjpxvYay6hFB9ihpAV BETS&gt;https://hub.la/g/Bzl7OIlvs9voPzjJ8Q2wBLAZE PRO &gt;https://hub.la/g/4LDjWuSyuBCphd8lh3QPBlog Celso Araujo 2022 &gt;https://hub.la/g/1420878289Bot Blaze Green ( Duca Queiroz) &gt;https://hub.la/g/zb0y8tX16ItmgSYgoUA8CARDÁPIO SEMANAL/ CAPUTO &gt;https://hub.la/cardapiosemanalCARTOLA CORNER -https://hub.la/g/1262250178CRASH PRIME &gt;https://hub.la/g/1575074874DESAFIO AGORA VAI &gt;https://hub.la/desafioagoravaiDESAFIO DA LELE&gt;https://hub.la/vRFNeRYfrXQhIoRxScecZP2xvu93D.R TIPS VIP&gt;https://hub.la/g/HPoP1vID06L4bzJR11woEMPREDOC &gt;https://hub.la/empredocENTÃO JUNIOR&gt;https://hub.la/entaojuniorFILÉ E SEUS ROBÔS (RODRIGO FILÉ) &gt;https://hub.la/financeirodofileFORNECEDORES+GRUPO VIP &gt;https://hub.la/g/WVJYEQGjGzIYffJtVQhUFOX SINAIS SEM GALE &gt;https://hub.la/g/1499497903FREEBETEI &gt;https://hub.la/freebeteiGRUPO VIP - FUTEBOL (KELVIN MENEZES) &gt;https://hub.la/g/LUx6QZQ7Og4vdHt2a5gHGUEDES TIPS&gt;https://hub.la/g/p0Vq8vJjqUgycDfLWooKJOTA INVESTIMENTOS &gt;https://hub.la/jotaLA CASA DA MOEDA &gt;https://hub.la/g/1191820200LUCRATIVO COM PITACO &gt;https://hub.la/g/1532299842MONEY RAIN (FELIPE FORTUNATO) -https://hub.la/g/8vzWrgiyqkBMJG5l3leaNASCIMENTO GRUPO VIP Futebol &gt;https://hub.la/g/1329317793ORTEGA TIPS &gt;https://hub.la/ortegatipsPEDRO FEITOSA (TUDO RELACIONADO A ELE) &gt;https://hub.la/g/1339016921PR TIPS &gt;https://hub.la/g/oCxqQRINDtU2TDHRSjeTPROFESSOR NASCIMENTO (ESCANTEIOVER) &gt;https://hub.la/escanteioverREI DOS CANTOS &gt;https://hub.la/g/1293503458ROLETA GREEN WOLF - VIP &gt;https://hub.la/g/2SUJBnCpyWf3549HwGYHSamuka Invest &gt;https://hub.la/robocashoficialSÓCIO CAMPEÕES MENSAL&gt;https://hub.la/g/BDh9XF9LPJxk96JwqP4vSÓCIOS MK&gt;https://hub.la/g/STbb8mYOoZ0QZ1Pgc3gcSMARTIPSTER VIP VITAO&gt;https://hub.la/g/dlea0y6lGR2LJ9PnHEhOTÁBATA CHANG &gt;https://hub.la/bffpocketTRADING ESPORTIVO BÁSICO &gt;https://hub.la/g/1339953193TRADING LIKE A PRO STORE &gt;https://hub.la/g/1560404124VIP FUT EMBAIXADOR &gt;https://hub.la/g/1432544488VIP DO PAI OFICIAL&gt;https://hub.la/g/zH85OmPPkDnBRJcq4PU5
Suporte - Hubla,1465,"☁️ Introdução | Boas práticas de atendimento ao cliente (""pro love"") 💖","Critérios de avaliação do projeto 💯Utilizou a tag correta? (Se não, qual deveria ser a tag correta?)Caso tenha escalado para N2, fez isso da forma correta?Usou Macros de forma correta?Pro Love (detalhado abaixo)Métricas que formam o Pro Love 💖Enviou a macro de saudação adequada?Enviou a macro pedindo desculpas pelo atraso (quando necessário)?Adaptou o atendimento ao humor do cliente?Utilizou ganchos (quando possível)?Adaptou as macros enxugando conteúdo desnecessário?Quebrou macros com mais de 4 linhas (exceto e-mail) em mensagens menores?Utilizou o tom de voz adequado da empresa do seu projeto?Resolveu o problema do cliente?Enviou a macro de encerramento adequada?Obs:O ticket terá o valor zerado caso sejam identificadas respostas incorretas, indevidas ou improcedentes (o valor atribuído será de R$0,00).Além destas métricas, vale também pontuar algumas dicas de boas práticas que diferenciam um bom atendimento de um não tão satisfatório:Dicas adicionais 🔭Escrever corretamente e ser profissionalÉ essencial utilizar gramática correta e boa concordância, além de letras maiúsculas e minúsculas de maneira apropriada, sempre levando em conta o tom de voz do seu projeto.Dar informações precisasInformações precisas, objetivas e ao ponto reduzem as chances do cliente ter que tirar dúvidas adicionais, aumentando a sua produtividade e a satisfação do solicitante!Ser gentil, educado e pacienteVamos nos deparar com situações em que o cliente não vai estar satisfeito ou feliz. Mesmo nesses casos mais delicados é necessário manter o profissionalismo. Com gentileza e empatia, aumentamos nossas chances de solucionar o problema do cliente.Ler o histórico do ticketÉ importante entender o que já foi dito na conversa antes do ticket chegar até você. Isso evita que o cliente tenha que repetir informações que já foram passadaÉ importante garantir fluidez no suporte. Ao checar o histórico, verifique se outro Pro já se apresentou durante o atendimento. Caso positivo, dê continuidade à conversa sem se apresentar novamente."
Suporte - Hubla,1472,📍 Conteúdo | Estrutura geral dos Marcadores (Tags ou Categorias),"### Aprendendo sobre Marcadores

Em todo ticket é obrigatório classificar com um marcador para que seja possível fechá-lo. O marcador pode ser entendido também como ""Tag"" ou ""Categoria"". 

#### Cada marcador é composto pela seguinte regra:

*(nível do ticket)_(categoria)_(subcategoria)*

Exemplo:
- *n1_Cadastro-na-plataforma_Cadastro-de-Usuários*

1. **Nível do ticket:** Se é N1 🔵 (pode ser resolvido em N1 🔵) ou N2 🔴 (deve ser escalado para N2 🔴)
2. **Categoria:** O gênero ou tema principal sobre a solicitação / dúvida / reclamação do cliente
3. **Subcategoria:** Assuntos que podem ser encontrados dentro de uma categoria


**Obs:**
- Alguns marcadores possuem o marcador N1 🔵, outros possuem o N2 🔴. Irá depender do nosso nível de acesso em cada assunto.
- Lembre-se que para escalar um ticket para N2 🔴 deve manter apenas o marcador de N2 🔴, retire os demais marcadores de N1 🔵 e coloque como ""ENVIAR PARA N2"".
- Consulte a seção ""📍 Conteúdo | Como passar um ticket para N2 🔴"" para mais casos de N2 🔴
- Caso o solicitante deixe de responder e não há como definir aqui o melhor marcador para a conversa, use o marcador ""n1_sem-resposta"" ou ""n1_não-ticket"" - consulte mais informações na seção: ""📍 Conteúdo | Tickets ""Sem-Resposta"" / ""Não-Ticket"""
Suporte - Hubla,1473,📍 Conteúdo | Estrutura geral das MACROs,"### Aprendendo sobre Macros

Em todo ticket você pode e deve usar macros para facilitar o atendimento ao solicitante! 

- Nas interações, priorize o uso de uma macro e, caso não tiver, você pode personalizar uma, sendo ""freestyle""
- Caso já tenha usado uma mesma macro anteriormente para dar alguma resposta, ou, caso queira tornar o tom da conversa mais humano e empática, personalize a macro, mas evite os excessos!
- Muita atenção para o tom de voz e persona que a empresa solicitou que a gente utilize nas interações!


#### Cada MACRO é composta pela seguinte regra:

*(nível do ticket)_(categoria)_(subcategoria)_(palavras-chave ou nome da macro)*

Exemplo:
- *n1_Cadastro-na-plataforma_Cadastro-de-Usuários_alterar-tipo-de-perfil*


1. **Nível do ticket:** Se é N1 🔵 (pode ser resolvido em N1 🔵) ou N2 🔴 (deve ser escalado para N2 🔴)
2. **Categoria:** O gênero ou tema principal sobre a solicitação / dúvida / reclamação do cliente
3. **Subcategoria:** Assuntos que podem ser encontrados dentro de uma categoria
4. **Palavras-chave / nome da macro:** é o nome da macro em si! Para facilitar a busca pelas macros na hora do atendimento, na barra de busca da macro use o atalho "" / "" e digite uma das palavras presentes na regra acima, como categoria, subcategoria ou palavras-chave.


**Obs:**
- O padrão de conversa por chat (Instagram, WhatsApp, bate-papo ao vivo) é composto por:

1. macros de saudação
2. macros para resposta ao problema apontado pela pessoa solicitante
3. macros de resposta-pendente ou de confirmação, para melhor analisar o problema
4. e, por fim, macros de encerramento ou macros que conduzem ao processo de escalar para N2

Caso a conversa seja em canal de e-mail, use:

1. Macro de saudação + macro de resposta + confirmar se pode ajudar em algo mais (tudo em uma única mensagem)
2. Caso o cliente retorne com mais dúvidas, use macros de resposta para dar o retorno + confirme se pode ajudar em algo mais (tudo em uma única mensagem)
3. Se o cliente retornar dizendo que o problema foi resolvido e não tem mais dúvidas ou solicitações, envie a macro de encerramento
4. Caso o cliente abandone o contato, siga as instruções presentes na seção "" 📍 Conteúdo | Tickets ""Sem-Resposta"" / ""Não-Ticket"" ""
- Sempre pergunte ao final se pode ajudar a pessoa solicitante em algo mais, antes de encerrar o atendimento!"
